0,0,0,2,0.893599537,0.219116704,0.422188449,4,1000,500,18,0.2,4,2,80,2
0,1,0,4,0.312868325,0.198734218,0.239624947,4,1000,500,13,0.2,4,2,80,2
0,2,1,2,0.65774612,0.821417908,0.680965744,4,1000,500,12,0.2,4,2,80,2
0,3,1,4,0.052083138,0.916048258,0.463660799,4,1000,500,19,0.2,4,2,80,2
0,4,2,1,0.412773335,0.758022694,0.465755243,4,1000,500,14,0.2,4,2,80,2
1,0,0,2,0.893599537,0.219116704,0.422188449,4,1000,500,18,0.2,4,2,80,2
1,1,0,4,0.312868325,0.198734218,0.239624947,4,1000,500,13,0.2,4,2,80,2
1,2,1,2,0.65774612,0.821417908,0.680965744,4,1000,500,12,0.2,4,2,80,2
1,3,1,4,0.052083138,0.916048258,0.463660799,4,1000,500,19,0.2,4,2,80,2
1,4,2,1,0.412773335,0.758022694,0.465755243,4,1000,500,14,0.2,4,2,80,2
