0,0,0,104,0.7329839153626991,0.6593755080022621,0.6988842804771539,4,1000,500,13,0.09090909,8,2048,256,0
0,1,1,41,0.6357062421520676,0.6340988839375369,0.7978478188580104,4,1000,500,13,0.09090909,8,2048,256,0
0,2,2,2,0.683653509268861,0.7490587474206566,0.671200701868664,4,1000,500,14,0.09090909,16,4096,512,0
0,3,1,116,0.8513494807049797,0.8073239178844563,0.6740356479898485,4,1000,500,18,0.09090909,8,2048,256,0
0,4,1,84,0.6986852451100932,0.575102635738916,0.6895606505277276,4,1000,500,17,0.09090909,32,8032,1024,0
0,5,2,143,0.6254714547788954,0.6939139257492745,0.6772816359278747,4,1000,500,13,0.09090909,16,4096,512,0
0,6,1,95,0.8210712161757314,0.6449241440132516,0.6541246375169699,4,1000,500,14,0.09090909,32,8032,1024,0
0,7,0,63,0.6723045470866351,0.7855222460356674,0.7684470640482457,4,1000,500,19,0.09090909,32,8032,1024,0
0,8,0,146,0.7317110674374904,0.7812045369006959,0.6623325841334786,4,1000,500,13,0.09090909,16,4096,512,0
0,9,0,36,0.6419732286114093,0.6435077979040981,0.8275084932189203,4,1000,500,17,0.09090909,32,8032,1024,0
0,10,1,68,0.5649209224166928,0.6015272598165883,0.7233999558705646,4,1000,500,14,0.09090909,8,2048,256,0
