0,0,0,53,0.7063693648193129,0.6219652358100765,0.733082611796547,4,1000,500,16,0.07692308,8,2048,256,0
0,1,1,81,0.5002551540107283,0.7614330861162042,0.7132846207434987,4,1000,500,14,0.07692308,8,2048,256,0
0,2,2,46,0.827828687671453,0.7693365019038217,0.5693911255419769,4,1000,500,19,0.07692308,16,4096,512,0
0,3,0,120,0.7999297210128608,0.6882725365222004,0.7636072999221944,4,1000,500,12,0.07692308,16,4096,512,0
0,4,2,9,0.6695109207676075,0.7771140659658247,0.7851997860324268,4,1000,500,17,0.07692308,16,4096,512,0
0,5,1,97,0.7881985410866791,0.587186217520749,0.6480184452369249,4,1000,500,16,0.07692308,32,8032,1024,0
0,6,0,121,0.8104343567156738,0.8476036065450805,0.6882687918140189,4,1000,500,16,0.07692308,8,2048,256,0
0,7,0,70,0.6591665870551977,0.8289609107412501,0.7048496787764149,4,1000,500,18,0.07692308,32,8032,1024,0
0,8,1,111,0.5554926263742905,0.6759769749283968,0.704042957831689,4,1000,500,18,0.07692308,8,2048,256,0
0,9,0,137,0.7460119230799634,0.8303671183625625,0.8267603573211422,4,1000,500,18,0.07692308,8,2048,256,0
0,10,0,46,0.6870251077954381,0.7443104096636164,0.7098145339870645,4,1000,500,14,0.07692308,16,4096,512,0
0,11,1,38,0.6939913132048604,0.7069221499313106,0.7469980383716067,4,1000,500,19,0.07692308,32,8032,1024,0
0,12,2,85,0.7770057979678231,0.7521483169336733,0.8197287299208235,4,1000,500,13,0.07692308,8,2048,256,0
