0,0,0,54,0.8439138623041212,0.6638856691152494,0.6459267915526237,4,1000,500,18,0.083333336,32,8032,1024,0
0,1,1,65,0.7074751364968244,0.8248577076930262,0.7689115252303247,4,1000,500,13,0.083333336,8,2048,256,0
0,2,2,51,0.8038368081201417,0.6040877816000721,0.7297875457261034,4,1000,500,11,0.083333336,16,4096,512,0
0,3,2,1,0.7365123037047316,0.6970169574186671,0.6216112646222356,4,1000,500,10,0.083333336,32,8032,1024,0
0,4,0,113,0.6234012430240969,0.7626132675538548,0.6510931369560058,4,1000,500,11,0.083333336,8,2048,256,0
0,5,0,142,0.6691302851930274,0.726813831834742,0.715900652164532,4,1000,500,12,0.083333336,32,8032,1024,0
0,6,0,63,0.8393312677586731,0.5335508264428432,0.487781727292326,4,1000,500,10,0.083333336,16,4096,512,0
0,7,1,19,0.4992431775193511,0.6557702243116265,0.6787872865414707,4,1000,500,19,0.083333336,16,4096,512,0
0,8,1,123,0.6716145079059175,0.6086640482259502,0.7084955298983406,4,1000,500,14,0.083333336,32,8032,1024,0
0,9,0,89,0.725916147315024,0.6782170649491156,0.712860536025333,4,1000,500,10,0.083333336,32,8032,1024,0
0,10,2,91,0.6852142594729949,0.6209294367902553,0.6508865946093475,4,1000,500,11,0.083333336,32,8032,1024,0
0,11,2,89,0.7693915462981067,0.6700773305566585,0.7412002791379092,4,1000,500,18,0.083333336,8,2048,256,0
